	OTU	Taxonomy	SampleID	GROUP	Value
12604	OTU2081	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL59	yes	1
12720	OTU2077	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL64	yes	4
12774	OTU2070	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL6	no	4
12940	OTU2066	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_[Ruminococcus]|s_?	SMPL59	yes	4
13032	OTU2060	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 9|s_?	SMPL40	no	4
13160	OTU2055	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL56	no	1
13169	OTU2055	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL65	no	3
13227	OTU2050	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_?	SMPL11	no	4
13393	OTU2013	d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Veillonella|s_?	SMPL65	no	4
13510	OTU1991	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 7|s_uncultured rumen bacterium	SMPL69	yes	4
13590	OTU1980	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Dolosigranulum|s_?	SMPL38	no	2
13597	OTU1980	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Dolosigranulum|s_?	SMPL45	no	3
13670	OTU1973	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL6	no	1
13691	OTU1973	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL27	yes	1
13704	OTU1973	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL40	no	1
13721	OTU1973	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL60	no	1
13740	OTU1973	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL76	yes	1
13855	OTU1963	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas|s_?	SMPL79	no	5
13952	OTU1961	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_?	SMPL64	yes	5
14065	OTU1959	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_?	SMPL65	no	5
14182	OTU1942	d_Eukaryota|p_Vertebrata|c_?|o_?|f_?|g_?|s_?	SMPL69	yes	5
14251	OTU1931	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL27	yes	1
14262	OTU1931	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL38	no	1
14263	OTU1931	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL39	no	1
14294	OTU1931	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL69	yes	1
14305	OTU1931	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL81	yes	1
14347	OTU3037	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL11	no	3
14468	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL20	yes	2
14483	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL35	no	4
14488	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL40	no	13
14505	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL60	no	1
14509	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL61	yes	1
14513	OTU638	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_?	SMPL65	no	1
14600	OTU1924	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 9|s_?	SMPL40	no	5
14681	OTU2110	d_Bacteria|p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_?|s_?	SMPL9	no	4
14802	OTU1919	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Shuttleworthia|s_?	SMPL18	yes	4
14803	OTU1919	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Shuttleworthia|s_?	SMPL19	yes	1
14916	OTU1908	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL20	yes	5
15048	OTU2484	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_?	SMPL40	no	2
15073	OTU2484	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_?	SMPL65	no	1
15123	OTU1887	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL3	yes	1
15156	OTU1887	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL36	no	1
15158	OTU1887	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL38	no	1
15160	OTU1887	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL40	no	2
15233	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL1	yes	11
15234	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL2	yes	2
15235	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL3	yes	14
15267	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL35	no	26
15268	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL36	no	28
15270	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL38	no	106
15271	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL39	no	1
15272	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL40	no	7
15282	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL50	no	2
15286	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL54	yes	1
15289	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL60	no	16
15290	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL57	yes	28
15296	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL64	yes	11
15297	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL65	no	14
15314	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL82	yes	2
15330	OTU193	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	SMPL98	yes	1
15349	OTU1879	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae 1|g_Clostridium sensu stricto 1|s_Clostridium tertium	SMPL5	no	1
15405	OTU1879	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae 1|g_Clostridium sensu stricto 1|s_Clostridium tertium	SMPL61	yes	2
15407	OTU1879	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae 1|g_Clostridium sensu stricto 1|s_Clostridium tertium	SMPL63	yes	2
15491	OTU1233	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL35	no	1
15492	OTU1233	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL36	no	4
15494	OTU1233	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL38	no	3
15579	OTU1871	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL11	no	2
15602	OTU1871	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL34	yes	1
15622	OTU1871	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL54	yes	1
15642	OTU1871	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL74	yes	1
15690	OTU1836	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL10	no	5
15847	OTU1831	d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Megasphaera|s_?	SMPL55	no	3
15881	OTU1831	d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Megasphaera|s_?	SMPL89	no	1
15885	OTU1831	d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Megasphaera|s_?	SMPL93	no	1
15934	OTU1822	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL30	yes	1
15939	OTU1822	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL35	no	1
15961	OTU1822	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL60	no	1
15974	OTU1822	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL69	yes	1
15990	OTU1822	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. X2	SMPL86	no	1
16016	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL0	yes	1
16036	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL20	yes	9
16039	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL23	yes	8
16040	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL24	yes	5
16053	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL37	no	1
16064	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL48	no	2
16074	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL57	yes	1
16076	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL59	yes	2
16081	OTU516	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_?	SMPL65	no	4
16130	OTU1811	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium 1|s_Corynebacterium pseudodiphtheriticum	SMPL2	yes	1
16153	OTU1811	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium 1|s_Corynebacterium pseudodiphtheriticum	SMPL25	yes	1
16176	OTU1811	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium 1|s_Corynebacterium pseudodiphtheriticum	SMPL48	no	2
16207	OTU1811	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium 1|s_Corynebacterium pseudodiphtheriticum	SMPL79	no	1
16319	OTU1778	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae|g_Methylobacterium|s_uncultured alpha proteobacterium	SMPL79	no	5
16439	OTU1775	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_?	SMPL87	no	4
16453	OTU1775	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_?	SMPL100	no	1
16485	OTU1730	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_uncultured organism	SMPL21	yes	1
16548	OTU1730	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_uncultured organism	SMPL84	no	1
16569	OTU1730	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_uncultured organism	SMPL104	no	1
16572	OTU1730	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_uncultured organism	SMPL108	no	2
16614	OTU3007	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_uncultured bacterium adhufec202|g_?|s_?	SMPL38	no	3
16774	OTU1724	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Granulicatella|s_?	SMPL86	no	4
16789	OTU1724	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Granulicatella|s_?	SMPL100	no	1
16800	OTU1717	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 1|s_?	SMPL0	yes	5
16969	OTU3975	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_?|s_?	SMPL60	no	1
16995	OTU3975	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_?|s_?	SMPL83	no	1
17030	OTU1697	d_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_Saccharimonadaceae|g_?|s_?	SMPL6	no	2
17089	OTU1697	d_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_Saccharimonadaceae|g_?|s_?	SMPL65	no	1
17103	OTU1697	d_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_Saccharimonadaceae|g_?|s_?	SMPL79	no	2
17201	OTU721	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL65	no	18
17306	OTU1675	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL57	yes	6
17366	OTU1643	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL6	no	1
17367	OTU1643	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL7	no	2
17369	OTU1643	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL9	no	1
17381	OTU1643	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL21	yes	1
17461	OTU1643	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL100	no	1
17473	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL1	yes	1
17474	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL2	yes	1
17475	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL3	yes	8
17497	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL25	yes	1
17507	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL35	no	43
17508	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL36	no	31
17510	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL38	no	1
17512	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL40	no	2
17517	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL45	no	8
17518	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL46	no	13
17519	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL47	no	5
17520	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL48	no	8
17521	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL49	no	2
17526	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL54	yes	28
17529	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL60	no	1
17530	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL57	yes	2
17536	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL64	yes	2
17537	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL65	no	6
17566	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL94	no	2
17569	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL97	no	4
17576	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL103	no	2
17578	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL105	no	1
17583	OTU241	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_uncultured Ruminococcaceae bacterium	SMPL111	no	1
17644	OTU1620	d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-003|s_?	SMPL59	yes	6
17714	OTU1615	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured organism	SMPL18	yes	4
17734	OTU1615	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured organism	SMPL38	no	2
17894	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL86	no	8
17895	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL87	no	17
17907	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL99	yes	1
17909	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL100	no	4
17918	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL110	no	2
17919	OTU493	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL111	no	5
17942	OTU1589	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae UCG-001|s_?	SMPL22	yes	1
17955	OTU1589	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae UCG-001|s_?	SMPL35	no	1
17956	OTU1589	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae UCG-001|s_?	SMPL36	no	4
18090	OTU1559	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Betaproteobacteriales|f_Burkholderiaceae|g_Sutterella|s_uncultured organism	SMPL57	yes	6
18151	OTU1548	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured Clostridiales bacterium	SMPL7	no	1
18192	OTU1548	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured Clostridiales bacterium	SMPL48	no	1
18204	OTU1548	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured Clostridiales bacterium	SMPL59	yes	3
18213	OTU1548	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_uncultured Clostridiales bacterium	SMPL71	yes	1
18266	OTU1543	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_[Eubacterium] ventriosum group|s_?	SMPL10	no	2
18270	OTU1543	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_[Eubacterium] ventriosum group|s_?	SMPL14	no	2
18314	OTU1543	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_[Eubacterium] ventriosum group|s_?	SMPL57	yes	2
18403	OTU1529	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Paraprevotella|s_?	SMPL35	no	1
18408	OTU1529	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Paraprevotella|s_?	SMPL40	no	5
